,Unnamed: 0,ID Kabupaten,No.,Tanggal Kejadian,Kejadian,Lokasi,Kabupaten,Provinsi,Kronologi & Dokumentasi,Penyebab,Meninggal,Hilang,Terluka,Rumah Rusak,Fasum Rusak,korban_jiwa,kerusakan,Clusters,cluster,Location,loc,point,lat,lon,altitude
782,782,3201,783,19/05/2021,BANJIR,Kec. Ciomas Ds. Ciapus Kp. Bojongsari,BOGOR,JAWA BARAT,,"â¢ Akibat hujan dengan intensitas yang cukup tinggi dengan waktu yang lama, sehingga mengakibatkan aliran kali Cibinong meluap",0,0,0,0,0,0,0,0,0,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.596298599999999,106.7972421,0.0
783,783,1405,784,18/05/2021,BANJIR,Kec. Kandis Ds. Belutu,SIAK,RIAU,,â¢ Akibat hujan dengan intensitas tinggi,0,0,0,0,0,0,0,0,0,"SIAK,RIAU","Kabupaten Siak, Riau, Indonesia","(0.8275337, 101.84619364844389, 0.0)",0.8275336999999999,101.84619364844389,0.0
784,784,6203,785,18/05/2021,BANJIR,Kec. Kapuas Tengah Ds. Pujon Ds. Bajuh Ds. Tapen Ds. Kayu Bulan Ds. Marapit Ds. Kota Baru Ds. Karukus Ds. Manis Kec. Mandau Talawang Ds. Jakatan Masaha Kec. Pasak Talawang Ds. Dandang Ds. Balai Banjang Ds. Jangkang Ds. Kaburan Ds. Batu Sambung Ds. Hurung Kampin Ds. Sei Ringin Ds. Tumbang Tukun Ds. Tumbang Nusa Ds. Tumbang Diring Kec. Kapuas Hulu Ds. Supang Kec. Timpah Ds. Lawang Kamah Kec. Mantangai Ds. Bukit Batu,KAPUAS,KALIMANTAN TENGAH,,â¢ Hujan dengan intentitas yang tinggi dan luapan DAS Kapuas.,0,0,0,0,0,0,0,0,0,"KAPUAS,KALIMANTAN TENGAH","Kuala Kapuas, Kalimantan Tengah, 73513, Indonesia","(-3.0084093, 114.3858719, 0.0)",-3.0084093,114.3858719,0.0
785,785,7313,786,17/05/2021,BANJIR,Kec. Tempe Kel. Salomenraleng Kel. Laelo Kel. Watallipue Kel. Mattirtappareng Kel. Tempe Kec. Tanasitolo Kel. Pincengpute Kel. Tancung Ds. Lowa Ds. Ujunge Ds. Pakkanna Ds. Nepo,WAJO,SULAWESI SELATAN,,â¢ Hujan dengan intensitas sedang hingga lebat disertai tingginya debit air dari hulu sungai yang bermuara di Danau Tempe dan meluapnya sungai Walennae,0,0,0,0,0,0,0,0,0,"WAJO,SULAWESI SELATAN","Wajo, Makassar, Sulawesi Selatan, Indonesia","(-5.12469395, 119.41250685487663, 0.0)",-5.12469395,119.41250685487664,0.0
786,786,3175,787,17/05/2021,BANJIR,,KOTA JAKARTA UTARA,DKI JAKARTA,,hujan dengan intensitas cukup tinggi,0,0,0,0,0,0,0,0,0,"KOTA JAKARTA UTARA,DKI JAKARTA","Taman Hutan Kota Penjaringan, Pejagalan, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta, 14450, Indonesia","(-6.13309505, 106.7840027467125, 0.0)",-6.13309505,106.78400274671247,0.0
787,787,3201,788,17/05/2021,BANJIR,Kec. Cigudeg Ds. Renggasjajar Kec. Rumpin Ds. Leuwibatu,BOGOR,JAWA BARAT,,"â¢ Akibat aliran air Kali Cidangder dan Kali Citampuan meluap, sehingga membanjiri pemukiman warga",0,0,0,122,1,0,123,0,0,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.596298599999999,106.7972421,0.0
788,788,3674,789,17/05/2021,BANJIR,Kec. Pondok Aren Kel. Pondok Kacang Timur Kel. Pondok Aren Kel. Pamulang Barat,KOTA TANGERANG SELATAN,BANTEN,,â¢ Intensitas curah hujan yang tinggi sehingga drainase tidak dapat menampung debit air,0,0,1,0,0,1,0,0,0,"KOTA TANGERANG SELATAN,BANTEN","Komplek Pemerintahan Kota Tangerang Selatan, Serua, Ciputat, Tangerang Selatan, Banten, Indonesia","(-6.32242985, 106.70726329404548, 0.0)",-6.32242985,106.70726329404548,0.0
789,789,1102,790,17/05/2021,BANJIR,Kec.  Suro Ds.  Bulusema Kec.  Singkil Utara Ds.  Ketapang Indah Ds.  Kampung Baru Kec.  Danau Paris Ds.  Lae Balno Ds.  Situban Makmur Kec. Simpang Kana Ds. Silatong  Ds  Ujung Limus  Ds  Tanjung Mas  Ds Cibubukan  Ds Lae Riman  Ds Serasah  Kec. Gunung Meriah Ds Cingkam  Ds Gunung Lagan  Ds Rimo  Ds Penjahitan  Ds Tanah merah  Ds Tanah Bara,ACEH SINGKIL,ACEH,,"â¢ Hujan dengan intensitas tinggi dengan durasi cukup lama mengakibatkan meluapnya sungai Lae Ordi, Lae Sulampi dan Lae Cinendang,",0,0,0,0,0,0,0,0,0,"ACEH SINGKIL,ACEH","Aceh Singkil, Aceh, Indonesia","(2.37587935, 97.92442948748499, 0.0)",2.37587935,97.924429487485,0.0
790,790,1103,791,17/05/2021,BANJIR,Kec. Kluet Tengah Ds. Pulo Air Ds. Mersak Ds. Koto Malaka Ds. Padang Ds. Sawah Ds. Jambo Papan Ds. Simpang Dua Ds. Simpang Tiga Kec. Pasie Raja Ds. Panton Bili Ds. Silolo Ds. Pante Raja Ds. Baro Kec. Kota Bahagia Ds. Gunong Rayek Ds. Beutong Ds. Gunong Cut Ds. Jambo Keupok Ds. Ujong Tanah Ds. Buket Gadeng Ds. Seneubok Keranji Ds. Rambong Ds. Alur Duamas Kec. Kluet Utara Ds. Kuede Padang Kec. Kluet Selatan Ds. Ujung Pasir Ds. Pasie Meurapat Kec. Bakongan Ds. Drien Ds. Ujong Padang Kec. Kluet Timur Ds. Lawe Simanok Ds. Pulo Didi Ds. Lawe Buluh Didi Kec. Tapaktuan Ds. Batu Itam Ds. Panjupian Ds. Lhokbengkuang,ACEH SELATAN,ACEH,,â¢ Akibat hujan dengan intensitas tinggi meyebabkan meluapnya aliran sungai di Kab. Aceh Selatan serta longsoran bebatuan.,0,0,0,0,0,0,0,0,0,"ACEH SELATAN,ACEH","Aceh Selatan, Aceh, Indonesia","(3.0679790000000002, 97.4687714679478, 0.0)",3.067979,97.4687714679478,0.0
791,791,3174,792,17/05/2021,BANJIR,,KOTA JAKARTA BARAT,DKI JAKARTA,,hujan dengan intensitas cukup tinggi,0,0,0,0,0,0,0,0,0,"KOTA JAKARTA BARAT,DKI JAKARTA","Kota, Trans Jakarta Busway Koridor 1, RW 06, Pinangsia, Taman Sari, Jakarta Barat, Daerah Khusus Ibukota Jakarta, 11110, Indonesia","(-6.137746, 106.8140132, 0.0)",-6.137746,106.8140132,0.0
792,792,3172,793,17/05/2021,BANJIR,,KOTA JAKARTA TIMUR,DKI JAKARTA,,hujan dengan intensitas cukup tinggi,0,0,0,0,0,0,0,0,0,"KOTA JAKARTA TIMUR,DKI JAKARTA","Taman Kota Pondok Ranggon, Pondok Ranggon, Cipayung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Indonesia","(-6.353425550000001, 106.90747419804707, 0.0)",-6.353425550000001,106.90747419804708,0.0
793,793,3171,794,17/05/2021,BANJIR,,KOTA JAKARTA SELATAN,DKI JAKARTA,,hujan dengan intensitas cukup tinggi,0,0,0,0,0,0,0,0,0,"KOTA JAKARTA SELATAN,DKI JAKARTA","Hutan Kota Pondok Labu, Pondok Labu, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia","(-6.31023725, 106.79956109889318, 0.0)",-6.31023725,106.79956109889318,0.0
794,794,1706,795,17/05/2021,BANJIR,Kec.  Teras Terunjam Ds.  Pondok Kopi Ds.  Pondok Batu Ds.  Tanah Harapan,MUKOMUKO,BENGKULU,,hujan dengan intensitas cukup tinggi,0,0,0,0,0,0,0,0,0,"MUKOMUKO,BENGKULU","Mukomuko, XIV Koto, Bengkulu, Indonesia","(-2.553112, 101.1037813, 0.0)",-2.553112,101.1037813,0.0
795,795,1473,796,16/05/2021,BANJIR,Kec. Dumai Selatan Kel. Bukit Datuk Kel. Bumi Ayu Kec. Dumai Kota Kel. Bintan Kel. Sukajadi,KOTA DUMAI,RIAU,,â¢ Akibat hujan dengan intensitas tinggi menyebabkan meluapnya Sungai Dumai,0,0,0,0,0,0,0,0,0,"KOTA DUMAI,RIAU","Kota Dumai, Riau, Indonesia","(1.85341745, 101.24531298009794, 0.0)",1.85341745,101.24531298009794,0.0
796,796,1106,797,16/05/2021,BANJIR,Kec.  Jagong Jeget Ds.  Telege Sari,ACEH TENGAH,ACEH,,Hujan dengan intensitas tinggi,0,0,0,0,0,0,0,0,0,"ACEH TENGAH,ACEH","Aceh Tengah, Aceh, 24562, Indonesia","(4.564266999999999, 96.96189262635659, 0.0)",4.564266999999999,96.9618926263566,0.0
797,797,6501,798,16/05/2021,BANJIR,Kec. Malinau Kota Ds. Malinau Hulu Ds. Pelita Kanaan Ds. Tanjung Belimbing  Ds. Pulau Belitung Ds.  Malinau Kota Kec. Mentarang Hulu Ds. Long Berangkat Ds. Long Simau Ds. Long Makatip Ds. Long Kebinu Ds. Long Sulit Ds. Long Semamu Kec. Mentarang Ds. Lung Bisai Ds. Paking Ds. Pulau Sapi Ds. Taras Ds. Mentarang Baru Ds. Sungai Trang Kec. Malinau Utara  Ds. Respen Ds. Saro Ds. Luso Ds. Malinau Seberang Kec. Malinau Barat Ds. Kuala Lapang Ds. Tanjung Lapang,MALINAU,KALIMANTAN UTARA,,"â¢ Akibat curah hujan yang tinggi sejak kemarin sehingga meluapnya Sungai Funu dan Sungai Kenipe di Kecamatan Mentarang Hulu dan Sungai Malinau, pada hari Minggu 16 Mei 2021 Pkl 09.00 WITA",0,0,0,3,0,0,3,0,0,"MALINAU,KALIMANTAN UTARA","Malinau, Kalimantan Utara, 77554, Indonesia","(2.6185545, 115.69049695186618, 0.0)",2.6185545,115.6904969518662,0.0
798,798,3201,799,16/05/2021,BANJIR,Kec.  Sukaraja Ds.  Cilebut Barat Ds. Cimandala Kec.  Cibinong Ds.  Nanggewer,BOGOR,JAWA BARAT,,"â¢ Akibat hujan dengan intesitas tinggi disertai penyempitan kali pesanggrahan dan melupanya kali  Cibuluh, Kali Ciluar",0,0,0,0,0,0,0,0,0,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.596298599999999,106.7972421,0.0
799,799,3271,800,16/05/2021,BANJIR,Kec.  Bogor Selatan Kel. Cipaku  Kel. Genteng  Kel. Batu Tulis Kel. Lawanggintung  Kec.  Bogor Utara Kel. Ciparigi Kel. Cibuluh  Kel.  Tanah Baru Kec. Bogor tengah Kel.  Sempur,KOTA BOGOR,JAWA BARAT,,hujan dengan intensitas tinggi,0,0,0,0,0,0,0,0,0,"KOTA BOGOR,JAWA BARAT","Stasiun Besar Kota Bogor, Pabaton, Jawa Barat, Indonesia","(-6.5937280000000005, 106.79062189975832, 0.0)",-6.5937280000000005,106.79062189975832,0.0
800,800,1406,801,15/05/2021,BANJIR,Kec.  Kampar Kiri Hilir Ds.  Sungai Petai,KAMPAR,RIAU,,Kec.  Kampar Kiri Hilir Ds.  Sungai Petai,0,0,0,0,0,0,0,0,0,"KAMPAR,RIAU","Kampar, Kecamatan Langgam, Kabupaten Pelalawan, Riau, Indonesia","(0.2639628, 101.6725898, 0.0)",0.2639628,101.6725898,0.0
801,801,1104,802,15/05/2021,BANJIR,Kec. Deleng Pokhkosion Ds. Lumban sormin Ds. Salang muara Ds. Gusung batu Ds. Tualang lama Ds. Penampakan Ds. Kati Jeroh Kec.  Bambel Ds. pinding,ACEH TENGGARA,ACEH,,"â¢ Telah terjadi banjir bandang pada sabtu tgl 15 Mei 2021 pukul 00.04 WIB, akibat intensitas hujan yg tinggi menyebabkan debit air naik sehingga air meluap ke beberapa desa.",0,0,0,0,0,0,0,0,0,"ACEH TENGGARA,ACEH","Aceh Tenggara, Aceh, 24651, Indonesia","(3.338797, 97.74564237389382, 0.0)",3.338797,97.74564237389382,0.0
802,802,1115,803,15/05/2021,BANJIR,Kec. Tripa Makmung Gp. Panten Panye Gp. Ujon Krueng Gp. Dua Mon Gp. Neubok Yee PP Gp. Neuboj Yee PK Gp. Lueng Keube Jagat,NAGAN RAYA,ACEH,,â¢ Akibat hujan deras pada tanggal 14 Mei 2021 dan meluapnya Krueng tripa. Mengakibatkan 6 desa di kecamatan Tripa Makmur mengalami Banjir ketingian air   -+30 - 50 Cm,0,0,0,0,0,0,0,0,0,"NAGAN RAYA,ACEH","Nagan Raya, Aceh, Indonesia","(4.181243, 96.52577259266292, 0.0)",4.181243,96.52577259266292,0.0
803,803,1406,804,14/05/2021,BANJIR,"Kec. Tapung Ds. Karya Indah, Kec. Tambang Ds. Tarai Bangun",KAMPAR,RIAU,,"Intensitas hujan yang tinggi ditambah pendangkalan sungai menyebabkan Sungai Sibam yang berbatasan antara Pekanbaru dan Kampar meluap dan menggenangi pemukiman warga dengan ketinggian air berkisar 20 - 80 cm, pada hari Jumâat 14 Mei 2021 Pkl. 03.00 WIB",0,0,0,0,0,0,0,0,0,"KAMPAR,RIAU","Kampar, Kecamatan Langgam, Kabupaten Pelalawan, Riau, Indonesia","(0.2639628, 101.6725898, 0.0)",0.2639628,101.6725898,0.0
804,804,7313,805,14/05/2021,BANJIR,Kec. Gilireng â¢ DS. Peselloreng,WAJO,SULAWESI SELATAN,,"Hujan dengan intensitas tinggi pada Jumat, 14 Mei 2021 Pkl. 08.00 WITA.",0,0,0,0,1,0,1,0,0,"WAJO,SULAWESI SELATAN","Wajo, Makassar, Sulawesi Selatan, Indonesia","(-5.12469395, 119.41250685487663, 0.0)",-5.12469395,119.41250685487664,0.0
805,805,1113,806,14/05/2021,BANJIR,Kec. Rikit Gaib Ds. Rampelam Kec. Terangun Ds. Gawar,GAYO LUES,ACEH,,â¢Hujan dengan intensitas lebat dan mengakibatkan banjir bandang,0,0,0,0,0,0,0,0,0,"GAYO LUES,ACEH","Gayo Lues, Aceh, Indonesia","(3.97759925, 97.33206765898427, 0.0)",3.97759925,97.33206765898429,0.0
806,806,1107,807,14/05/2021,BANJIR,"Kec. Woyla Timur Gp. Alu Kuyun Kec. Woyla Barat Gp. Napai, Gp. Alue Leuhop Gp. Blang Luah Gp. Cot Rambong Gp. Pasi Malee Gp. Lhok Malee Gp. Blang Cotmameh Gp. Lubok Pasi Ara Gp. Peuleukueng  Gp. Kulam Kaju Gp. Cot Lagan  Gp. Blang Cot Rubek Gp. Ulee Pasi Ara",ACEH BARAT,ACEH,,"Akibat hujan dengan intensitas tinggi pada hari Jumat, 14 Mei 2021 Pkl. 23.07 WIB",0,0,0,0,0,0,0,0,0,"ACEH BARAT,ACEH","Aceh Barat, Aceh, 23651, Indonesia","(4.4422520500000005, 96.19298304718677, 0.0)",4.4422520500000005,96.19298304718676,0.0
807,807,7313,808,13/05/2021,BANJIR,Kec. Pitumpanua Kel. Tobarakka Kel. Benteng Kel. Bulete,WAJO,SULAWESI SELATAN,,"â¢Hujan intensitas tinggi mengakibatkan limpasnya air di Bendung Awo, dan Sungai Bulete tidak mampu menampung debit air sehingga air memasuki lingkungan perumahan, area persawahan. Ketinggian air mencapai 170 cm. Pukul 18.00 WITA air sudah mulai surut.",0,0,0,0,0,0,0,0,0,"WAJO,SULAWESI SELATAN","Wajo, Makassar, Sulawesi Selatan, Indonesia","(-5.12469395, 119.41250685487663, 0.0)",-5.12469395,119.41250685487664,0.0
808,808,6307,809,13/05/2021,BANJIR,"Kec. Haruyan Ds. Haruyan Seberang, Ds. Haruyan, Ds. Lok Buntar, Ds. Pengambau Hilir, Ds. Mangunang",HULU SUNGAI TENGAH,KALIMANTAN SELATAN,,"Hujan dengan intensitas sedang hingga lebat yang mengguyur wilayah Hulu Sungai Tengah mengakibatkan debit air sungai di Kec. Haruyan dan Kec. Barabai naik dengan TMA 200 cm pada hari Kamis, 13 Mei 2021 Pkl. 19.32 WIB",0,0,0,0,0,0,0,0,0,"HULU SUNGAI TENGAH,KALIMANTAN SELATAN","Hulu Sungai Tengah, Kalimantan Selatan, Indonesia","(-2.6187576999999997, 115.42929968958293, 0.0)",-2.6187577,115.42929968958292,0.0
809,809,6108,810,13/05/2021,BANJIR,Kec. Badau Ds. Badau Ds. Janting Ds. Pulau Majang Ds. Seriang,KAPUAS HULU,KALIMANTAN BARAT,,"Hujan dengan intensitas tinggi mengakibatkan meluapnya DAS Badau, Banjir terjadi pada Kamis, 13 Mei 2021, Pkl 07.00 WIB",0,0,0,0,0,0,0,0,0,"KAPUAS HULU,KALIMANTAN BARAT","Kapuas Hulu, Kalimantan Barat, Indonesia","(0.8274259500000001, 112.79654118259097, 0.0)",0.8274259500000001,112.79654118259096,0.0
810,810,6201,811,13/05/2021,BANJIR,Kec. Arut Utara Ds. Sambi,KOTAWARINGIN BARAT,KALIMANTAN TENGAH,,Hujan dengan intensitas tinggi Upaya : â¢Koordinasi dengan aparat kecamatan setempat,0,0,0,0,0,0,0,0,0,"KOTAWARINGIN BARAT,KALIMANTAN TENGAH","Kotawaringin Hulu, Kalimantan Tengah, Indonesia","(-2.4028117, 111.5327784, 0.0)",-2.4028117,111.5327784,0.0
811,811,6405,812,13/05/2021,BANJIR,Kec. Kelay Ds. Long Beliu Ds. Lesan Dayak  Ds. Muara Lesan  Ds. Merasa  Kec. Sambaliung  Ds. LongLanuk  Ds. Pegat Bukur  Ds. Bena Baru  Ds. Inaran  Ds. Tumbit Dayak  Kec. Tuluk Melayu  Ds. Tumbit Melayu  Kec. Segah  Ds. Punan Segah  Ds. Longlaai Ds. Log Ayap  Ds. Long Ayan Kec. Teluk Bayur Kel. Teluk Bayur Kp. Tumbit Melayu,BERAU,KALIMANTAN TIMUR,,â¢ Akibat hujan dengan intesitas tinggi disertai melupa nya Sungai kelay dan sungai segah,0,0,0,0,0,0,0,0,0,"BERAU,KALIMANTAN TIMUR","BERAU, Jalan Sultan Agung, Sungai Bedungun, Kalimantan Timur, 77311, Indonesia","(2.1488862, 117.4534366, 0.0)",2.1488862,117.4534366,0.0
812,812,6310,813,13/05/2021,BANJIR,Kec. Satui Ds. Sinar Bulan,TANAH BUMBU,KALIMANTAN SELATAN,,â¢Tingginya Curah Hujan di wilayah Kab.Tanah Bumbu dan meluapnya Daerah Aliran Sungai Satui,0,0,0,0,0,0,0,0,0,"TANAH BUMBU,KALIMANTAN SELATAN","Tanah Bumbu, Kalimantan Selatan, Indonesia","(-3.44733285, 115.70639332550724, 0.0)",-3.44733285,115.70639332550724,0.0
813,813,1304,814,13/05/2021,BANJIR,Kec. Kamang Baru Ds. Kunangan Parit Rantang Ds. Kamang,SIJUNJUNG,SUMATERA BARAT,,"Akibat hujan dengan intensitas lebat pada hari Kamis, 13 Mei 2021 Pkl. 23.00 WIB",0,0,0,0,0,0,0,0,0,"SIJUNJUNG,SUMATERA BARAT","Sijunjung, Sumatera Barat, Indonesia","(-0.6964425, 100.9936303, 0.0)",-0.6964425,100.9936303,0.0
814,814,6102,815,12/05/2021,BANJIR,Kec. Bengkayang Ds. Bambang Ismoyo,BENGKAYANG,KALIMANTAN BARAT,,"Hujan dengan intensitas lebat Rabu, 12 Mei 2021 dari pukul 15. 30 WIB hingga 19.00 WIB di wilayah Kec. Bengkayang dan mengakibatkan meluapnya saluran air di Jl. Bambang Ismoyo",0,0,0,0,0,0,0,0,0,"BENGKAYANG,KALIMANTAN BARAT","Bengkayang, Kalimantan Barat, Indonesia","(1.0157755, 109.7080333243031, 0.0)",1.0157755,109.70803332430307,0.0
815,815,6404,816,12/05/2021,BANJIR,Kec. Muara Bengkal Kec. Batu Ampar  Kec. Muara Ancalong  Kec. Long Mesengat Kec. Telen Kec. Muara Wahau  Kec. Kombeng,KUTAI TIMUR,KALIMANTAN TIMUR,,â¢ Tingginya curah hujan di wilayah Kabupaten Kutai Timur,0,0,0,0,0,0,0,0,0,"KUTAI TIMUR,KALIMANTAN TIMUR","Taman Nasional Kutai, Kalimantan Timur, Indonesia","(0.356592, 117.26558670567633, 0.0)",0.356592,117.26558670567633,0.0
816,816,6105,817,12/05/2021,BANJIR,Kec. Entikong Ds. Nekan,SANGGAU,KALIMANTAN BARAT,,â¢ Akibat hujan dengan intesitas tinggi,0,0,0,0,0,0,0,0,0,"SANGGAU,KALIMANTAN BARAT","Sanggau, Kalimantan Barat, Indonesia","(0.3502299, 110.54704242825211, 0.0)",0.3502299,110.54704242825213,0.0
817,817,1275,818,12/05/2021,BANJIR,Kec. Medan Maemun Kel. Aur,KOTA MEDAN,SUMATERA UTARA,,â¢Akibat hujan dengan intensitas tinggi diwilayah pegunungan Kab. Karo â¢Meluapnya Sungai Sunggal,0,0,0,0,0,0,0,0,0,"KOTA MEDAN,SUMATERA UTARA","Kota Medan, Sumatera Utara, Indonesia","(3.5896654, 98.6738261, 0.0)",3.5896654000000003,98.6738261,0.0
818,818,1104,819,10/05/2021,BANJIR,Kec. Babussalam Ds. Pulo Latong Ds. Perapat Hulu Ds. Perapat Titi Panjang Kec. Lawe Alas Ds. Pulo Gadung,ACEH TENGGARA,ACEH,,â¢Akibat hujan dengan intensitas tinggi,0,0,0,0,0,0,0,0,0,"ACEH TENGGARA,ACEH","Aceh Tenggara, Aceh, 24651, Indonesia","(3.338797, 97.74564237389382, 0.0)",3.338797,97.74564237389382,0.0
819,819,1277,820,10/05/2021,BANJIR,Kec. Padang Sidimpuan Tenggara Ds. Labuhan Labo Kec. Padang Sidimpuan Selatan Kec. Padang Sidimpuan Batunadua,KOTA PADANG SIDEMPUAN,SUMATERA UTARA,,â¢Akibat hujan dengan intensitas tinggi disertai kondisi tanah yang labil,0,0,0,1,0,0,1,0,0,"KOTA PADANG SIDEMPUAN,SUMATERA UTARA","Kota Padang Sidempuan, Sumatera Utara, Indonesia","(1.3870258500000001, 99.27384672596114, 0.0)",1.38702585,99.27384672596114,0.0
820,820,7210,821,10/05/2021,BANJIR,Kec. Marawola Ds. Beka,SIGI,SULAWESI TENGAH,,â¢Hujan di daerah sekitar,0,0,0,0,0,0,0,0,0,"SIGI,SULAWESI TENGAH","Sigi, Sulawesi Tengah, Indonesia","(-1.3211588, 119.9987265, 0.0)",-1.3211588,119.9987265,0.0
821,821,1308,822,09/05/2021,BANJIR,Kec. Kapur IX Nagari Muaro Paiti Kec. Akabiluru Nagari Pauh Sangik Nagari Sariak Laweh Nagari Sei Balantiak,LIMA PULUH KOTA,SUMATERA BARAT,,â¢ Akibat meluapnya debit air Sungai Batang Kapur dan Sungai Kec. Akabiluru,0,0,0,0,0,0,0,0,0,"LIMA PULUH KOTA,SUMATERA BARAT","Lima Puluh Kota, Sumatera Barat, Indonesia","(-0.0041436, 100.55927144934105, 0.0)",-0.0041436,100.55927144934104,0.0
822,822,7373,823,08/05/2021,BANJIR,Kec. Telluwanua,KOTA PALOPO,SULAWESI SELATAN,,â¢Akibat Hujan dengan intensitas tinggi,0,0,0,0,0,0,0,0,0,"KOTA PALOPO,SULAWESI SELATAN","Alun-Alun Kota Palopo, Palopo, Sulawesi Selatan, Indonesia","(-2.99572155, 120.19334383736242, 0.0)",-2.99572155,120.19334383736242,0.0
823,823,3271,824,08/05/2021,BANJIR,Kec.  Bogor Barat Kel. Marga Jaya,KOTA BOGOR,JAWA BARAT,,â¢ Akibat curah hujan dengan intensitas tinggi yang mengguyur diwilayah tersebut sehingga Air Kali Cibungur menjadi meluap.,0,0,0,0,0,0,0,0,0,"KOTA BOGOR,JAWA BARAT","Stasiun Besar Kota Bogor, Pabaton, Jawa Barat, Indonesia","(-6.5937280000000005, 106.79062189975832, 0.0)",-6.5937280000000005,106.79062189975832,0.0
824,824,1604,825,08/05/2021,BANJIR,Kec. Tanjung Sakti Pumi Ds. Penandingan Ds.  Tanjung Sakti Ds. Negeri Kaya,LAHAT,SUMATERA SELATAN,,hujan dengan intensitas tinggi,0,0,0,0,0,0,0,0,0,"LAHAT,SUMATERA SELATAN","Lahat, Sumatera Selatan, Indonesia","(-3.87934575, 103.41408633497844, 0.0)",-3.87934575,103.41408633497844,0.0
825,825,6504,826,08/05/2021,BANJIR,Kec. Sebuku Ds. Kunyit,NUNUKAN,KALIMANTAN UTARA,,â¢ Hujan dengan intensitas tinggi,0,0,0,0,0,0,0,0,0,"NUNUKAN,KALIMANTAN UTARA","Nunukan, Kalimantan Utara, 77482, Indonesia","(3.9074565000000003, 117.04235063789662, 0.0)",3.9074565,117.04235063789665,0.0
826,826,3201,827,08/05/2021,BANJIR,Kec. Bogor Barat Kel. Situ Gede,BOGOR,JAWA BARAT,,â¢ Akibat curah hujan dengan intensitas tinggi yang mengguyur wilayah tersebut dan sempitnya saluran air/drainase,0,0,0,0,0,0,0,0,0,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.596298599999999,106.7972421,0.0
827,827,3201,828,08/05/2021,BANJIR,Kec. Bojonggede Ds. Susukan Kec. Dramaga Ds.  Sinarsari Kec. Sukaraja Ds. Cilebut Barat,BOGOR,JAWA BARAT,,"â¢ Akibat hujan deras dengan intensitas tinggi yang cukup lama, sehingga mengakibatkan aliran kali pasanggrahan serta kali Cirawakalong meluap",0,0,0,1,0,0,1,0,0,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.596298599999999,106.7972421,0.0
828,828,3328,829,07/05/2021,BANJIR,Kec. Tegal Barat Kel. Tegalsari Kel. Muarareja,TEGAL,JAWA TENGAH,,â¢Rendahnya daerah pemukiman yang merupakan daerah cekungan  â¢Dikarenakan pasangnya air laut dan terkikisnya sabuk pantai,0,0,0,0,0,0,0,0,0,"TEGAL,JAWA TENGAH","Tegal, Jawa Tengah, Indonesia","(-7.0562963, 109.13213334397105, 0.0)",-7.0562963000000005,109.13213334397103,0.0
829,829,1113,830,07/05/2021,BANJIR,Kec. Blangkejeren Kel. Agusen Kec. Putri Betung Ds. Meloak,GAYO LUES,ACEH,,â¢ Hujan terjadi dengan intensitas lebat.,0,0,0,1,0,0,1,0,0,"GAYO LUES,ACEH","Gayo Lues, Aceh, Indonesia","(3.97759925, 97.33206765898427, 0.0)",3.97759925,97.33206765898429,0.0
830,830,3201,831,06/05/2021,BANJIR,"Kec. Gunungputri, Ds. Bojongkulur",BOGOR,JAWA BARAT,,"Akibat hujan dengan intensitas tinggi dan meluapnya Kali Cileungsi pada hari Kamis, 06 Mei 2021 Pkl. 21:35 WIB",0,0,0,0,0,0,0,0,0,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.596298599999999,106.7972421,0.0
831,831,3201,832,06/05/2021,BANJIR,Kec. Citereup Kel. Puspanegara Kec.  Cibinong Kel. Cirimekar  Kel. Nanggewer Kel. Pakansari Kel. Tengah,BOGOR,JAWA BARAT,,â¢ Akibat hujan dengan intensitas tinggi pada pukul 16.30 Wib mengakibatkan air sungai Cibeber meluap ke pemukiman warga.,0,0,0,0,0,0,0,0,0,"BOGOR,JAWA BARAT","Bogor, Jawa Barat, 16121, Indonesia","(-6.5962986, 106.7972421, 0.0)",-6.596298599999999,106.7972421,0.0
